START TIME,STOP TIME,DURATION (min),CONSUMPTION (kWh),Charger,AvPower
24/3/2019,24/3/2019,9,2.8,Quick,18.66666667
24/3/2019,24/3/2019,38,12.2,Quick,19.26315789
24/3/2019,24/3/2019,71,28.6,Quick,24.16901408
24/3/2019,24/3/2019,18,6.9,Quick,23
24/3/2019,24/3/2019,34,16.2,Quick,28.58823529
23/3/2019,24/3/2019,67,27.5,Quick,24.62686567
23/3/2019,23/3/2019,30,18.2,Quick,36.4
23/3/2019,23/3/2019,20,8.8,Quick,26.4
23/3/2019,23/3/2019,44,24.8,Quick,33.81818182
23/3/2019,23/3/2019,48,8.4,Quick,10.5
23/3/2019,23/3/2019,29,9.4,Quick,19.44827586
23/3/2019,23/3/2019,26,12.3,Quick,28.38461538
23/3/2019,23/3/2019,27,7.9,Quick,17.55555556
23/3/2019,23/3/2019,38,11.2,Quick,17.68421053
23/3/2019,23/3/2019,14,0.7,Quick,3
23/3/2019,23/3/2019,56,26.3,Quick,28.17857143
23/3/2019,23/3/2019,5,0.8,Quick,9.6
23/3/2019,23/3/2019,11,6.4,Quick,34.90909091
23/3/2019,23/3/2019,57,15.2,Quick,16
23/3/2019,23/3/2019,14,0.8,Quick,3.428571429
23/3/2019,23/3/2019,26,7.8,Quick,18
23/3/2019,23/3/2019,26,6.8,Quick,15.69230769
23/3/2019,23/3/2019,37,23.6,Quick,38.27027027
23/3/2019,23/3/2019,16,6.9,Quick,25.875
23/3/2019,23/3/2019,48,1.7,Normal,2.125
23/3/2019,23/3/2019,22,1.5,Quick,4.090909091
23/3/2019,23/3/2019,7,3.6,Quick,30.85714286
23/3/2019,23/3/2019,35,22.7,Quick,38.91428571
23/3/2019,23/3/2019,34,13.6,Quick,24
23/3/2019,23/3/2019,98,7.4,Quick,4.530612245
23/3/2019,23/3/2019,59,3.2,Quick,3.254237288
23/3/2019,23/3/2019,34,1.9,Quick,3.352941176
23/3/2019,23/3/2019,42,13.7,Quick,19.57142857
23/3/2019,23/3/2019,65,5.6,Quick,5.169230769
23/3/2019,23/3/2019,14,3.3,Quick,14.14285714
23/3/2019,23/3/2019,24,9.1,Quick,22.75
23/3/2019,23/3/2019,288,5.55,Normal,1.15625
23/3/2019,23/3/2019,36,20.6,Quick,34.33333333
23/3/2019,23/3/2019,31,8.8,Quick,17.03225806
23/3/2019,23/3/2019,16,1.5,Quick,5.625
23/3/2019,23/3/2019,39,22.6,Quick,34.76923077
23/3/2019,23/3/2019,21,3.2,Quick,9.142857143
23/3/2019,23/3/2019,21,6.6,Quick,18.85714286
23/3/2019,23/3/2019,83,2.67,Normal,1.930120482
23/3/2019,23/3/2019,28,1.17,Normal,2.507142857
23/3/2019,23/3/2019,53,1.68,Normal,1.901886792
23/3/2019,23/3/2019,22,4.9,Quick,13.36363636
23/3/2019,23/3/2019,64,44.6,Quick,41.8125
23/3/2019,23/3/2019,27,10.6,Quick,23.55555556
23/3/2019,23/3/2019,13,6.7,Quick,30.92307692
23/3/2019,23/3/2019,20,7.3,Quick,21.9
23/3/2019,23/3/2019,17,5.9,Quick,20.82352941
23/3/2019,23/3/2019,21,6.2,Quick,17.71428571
23/3/2019,23/3/2019,42,2.4,Quick,3.428571429
23/3/2019,23/3/2019,34,14.2,Quick,25.05882353
23/3/2019,23/3/2019,43,28.4,Quick,39.62790698
23/3/2019,23/3/2019,49,10.6,Quick,12.97959184
23/3/2019,23/3/2019,685,10.61,Normal,0.929343066
23/3/2019,23/3/2019,27,13.1,Quick,29.11111111
23/3/2019,23/3/2019,75,30.8,Quick,24.64
23/3/2019,23/3/2019,46,10.4,Quick,13.56521739
23/3/2019,23/3/2019,46,21.3,Quick,27.7826087
23/3/2019,23/3/2019,9,3.2,Quick,21.33333333
23/3/2019,23/3/2019,7,1.9,Quick,16.28571429
23/3/2019,23/3/2019,7,2.2,Quick,18.85714286
23/3/2019,23/3/2019,7,3.3,Quick,28.28571429
23/3/2019,23/3/2019,24,7.9,Quick,19.75
22/3/2019,22/3/2019,32,3.8,Quick,7.125
22/3/2019,22/3/2019,6,1.7,Quick,17
22/3/2019,22/3/2019,23,6.5,Quick,16.95652174
22/3/2019,22/3/2019,60,23.8,Quick,23.8
22/3/2019,22/3/2019,23,14.1,Quick,36.7826087
22/3/2019,22/3/2019,14,9.5,Quick,40.71428571
22/3/2019,22/3/2019,35,13.7,Quick,23.48571429
22/3/2019,22/3/2019,33,15.4,Quick,28
22/3/2019,22/3/2019,22,6.3,Quick,17.18181818
22/3/2019,22/3/2019,15,9.3,Quick,37.2
22/3/2019,22/3/2019,25,7.2,Quick,17.28
22/3/2019,22/3/2019,23,9.6,Quick,25.04347826
22/3/2019,22/3/2019,22,8.5,Quick,23.18181818
22/3/2019,22/3/2019,46,14.8,Quick,19.30434783
22/3/2019,22/3/2019,65,5.2,Quick,4.8
22/3/2019,22/3/2019,20,10.7,Quick,32.1
22/3/2019,22/3/2019,51,14.6,Quick,17.17647059
22/3/2019,22/3/2019,23,8.2,Quick,21.39130435
22/3/2019,22/3/2019,34,17.2,Quick,30.35294118
22/3/2019,22/3/2019,38,18.1,Quick,28.57894737
22/3/2019,22/3/2019,18,4.6,Quick,15.33333333
22/3/2019,22/3/2019,28,1.19,Normal,2.55
22/3/2019,22/3/2019,35,21.2,Quick,36.34285714
22/3/2019,22/3/2019,22,12.6,Quick,34.36363636
22/3/2019,22/3/2019,21,6,Quick,17.14285714
22/3/2019,22/3/2019,27,8.7,Quick,19.33333333
22/3/2019,22/3/2019,28,17.9,Quick,38.35714286
22/3/2019,22/3/2019,23,4.7,Quick,12.26086957
22/3/2019,22/3/2019,34,16.2,Quick,28.58823529
22/3/2019,22/3/2019,27,16.5,Quick,36.66666667
22/3/2019,22/3/2019,24,15.3,Quick,38.25
22/3/2019,22/3/2019,13,3.8,Quick,17.53846154
22/3/2019,22/3/2019,26,7.7,Quick,17.76923077
22/3/2019,22/3/2019,22,11.3,Quick,30.81818182
22/3/2019,22/3/2019,116,2.34,Normal,1.210344828
22/3/2019,22/3/2019,26,8.9,Quick,20.53846154
22/3/2019,22/3/2019,52,27.2,Quick,31.38461538
22/3/2019,22/3/2019,25,10.8,Quick,25.92
22/3/2019,22/3/2019,25,13,Quick,31.2
22/3/2019,22/3/2019,15,6.2,Quick,24.8
22/3/2019,22/3/2019,25,6.2,Quick,14.88
22/3/2019,22/3/2019,27,1.4,Quick,3.111111111
22/3/2019,22/3/2019,21,6.1,Quick,17.42857143
22/3/2019,22/3/2019,13,4.2,Quick,19.38461538
22/3/2019,22/3/2019,22,9.7,Quick,26.45454545
22/3/2019,22/3/2019,19,8.1,Quick,25.57894737
22/3/2019,22/3/2019,37,9,Quick,14.59459459
22/3/2019,22/3/2019,42,14.4,Quick,20.57142857
22/3/2019,22/3/2019,33,17.8,Quick,32.36363636
22/3/2019,22/3/2019,27,18.4,Quick,40.88888889
22/3/2019,22/3/2019,34,19,Quick,33.52941176
22/3/2019,22/3/2019,47,26,Quick,33.19148936
22/3/2019,22/3/2019,47,6.9,Quick,8.808510638
22/3/2019,22/3/2019,68,49.8,Quick,43.94117647
22/3/2019,22/3/2019,8,4.5,Quick,33.75
22/3/2019,22/3/2019,7,3.9,Quick,33.42857143
22/3/2019,22/3/2019,18,7.2,Quick,24
22/3/2019,22/3/2019,22,14.4,Quick,39.27272727
22/3/2019,22/3/2019,48,13.4,Quick,16.75
22/3/2019,22/3/2019,30,12.7,Quick,25.4
22/3/2019,22/3/2019,22,10.8,Quick,29.45454545
22/3/2019,22/3/2019,47,5.3,Quick,6.765957447
22/3/2019,22/3/2019,14,2.9,Quick,12.42857143
22/3/2019,22/3/2019,45,5.4,Quick,7.2
22/3/2019,22/3/2019,49,26.2,Quick,32.08163265
22/3/2019,22/3/2019,80,13.8,Quick,10.35
22/3/2019,22/3/2019,25,9.1,Quick,21.84
22/3/2019,22/3/2019,100,16.8,Quick,10.08
22/3/2019,22/3/2019,21,13.1,Quick,37.42857143
22/3/2019,22/3/2019,22,5.5,Quick,15
22/3/2019,22/3/2019,25,6.9,Quick,16.56
22/3/2019,22/3/2019,27,8,Quick,17.77777778
22/3/2019,22/3/2019,42,20.8,Quick,29.71428571
22/3/2019,22/3/2019,25,11.7,Quick,28.08
22/3/2019,22/3/2019,15,5.5,Quick,22
22/3/2019,22/3/2019,50,30.3,Quick,36.36
22/3/2019,22/3/2019,195,6.93,Normal,2.132307692
22/3/2019,22/3/2019,27,16,Quick,35.55555556
22/3/2019,22/3/2019,44,9.3,Quick,12.68181818
22/3/2019,22/3/2019,16,4.5,Quick,16.875
22/3/2019,22/3/2019,28,3.1,Quick,6.642857143
22/3/2019,22/3/2019,137,24,Quick,10.51094891
22/3/2019,22/3/2019,25,3.3,Quick,7.92
22/3/2019,22/3/2019,22,5.8,Quick,15.81818182
22/3/2019,22/3/2019,53,29.4,Quick,33.28301887
22/3/2019,22/3/2019,45,6.1,Quick,8.133333333
22/3/2019,22/3/2019,10,2.5,Quick,15
22/3/2019,22/3/2019,17,1.4,Quick,4.941176471
22/3/2019,22/3/2019,22,9.1,Quick,24.81818182
22/3/2019,22/3/2019,127,15.9,Quick,7.511811024
22/3/2019,22/3/2019,43,29.2,Quick,40.74418605
22/3/2019,22/3/2019,38,7.8,Quick,12.31578947
21/3/2019,21/3/2019,8,4.5,Quick,33.75
21/3/2019,21/3/2019,7,4,Quick,34.28571429
21/3/2019,21/3/2019,28,16,Quick,34.28571429
21/3/2019,21/3/2019,62,14.7,Quick,14.22580645
21/3/2019,21/3/2019,16,5.1,Quick,19.125
21/3/2019,21/3/2019,14,4.2,Quick,18
21/3/2019,21/3/2019,16,5,Quick,18.75
21/3/2019,21/3/2019,19,8.4,Quick,26.52631579
21/3/2019,21/3/2019,84,23.5,Quick,16.78571429
21/3/2019,21/3/2019,22,11.7,Quick,31.90909091
21/3/2019,21/3/2019,7,1.5,Quick,12.85714286
21/3/2019,21/3/2019,15,9.3,Quick,37.2
21/3/2019,21/3/2019,19,9.5,Quick,30
21/3/2019,21/3/2019,43,10,Quick,13.95348837
21/3/2019,21/3/2019,29,20,Quick,41.37931034
21/3/2019,22/3/2019,726,13.49,Normal,1.114876033
21/3/2019,21/3/2019,32,20.6,Quick,38.625
21/3/2019,21/3/2019,29,13.9,Quick,28.75862069
21/3/2019,21/3/2019,40,27.8,Quick,41.7
21/3/2019,21/3/2019,46,26.7,Quick,34.82608696
21/3/2019,21/3/2019,23,4.5,Quick,11.73913043
21/3/2019,21/3/2019,26,6.6,Quick,15.23076923
21/3/2019,21/3/2019,36,10.2,Quick,17
21/3/2019,21/3/2019,115,2.66,Normal,1.387826087
21/3/2019,21/3/2019,35,14.3,Quick,24.51428571
21/3/2019,21/3/2019,14,0.8,Quick,3.428571429
21/3/2019,21/3/2019,45,26,Quick,34.66666667
21/3/2019,21/3/2019,15,1.4,Quick,5.6
21/3/2019,21/3/2019,35,12.1,Quick,20.74285714
21/3/2019,21/3/2019,20,6,Quick,18
21/3/2019,21/3/2019,26,1.9,Quick,4.384615385
21/3/2019,21/3/2019,142,1.98,Normal,0.836619718
21/3/2019,21/3/2019,28,11.5,Quick,24.64285714
21/3/2019,21/3/2019,23,4.7,Quick,12.26086957
21/3/2019,21/3/2019,49,25.7,Quick,31.46938776
21/3/2019,21/3/2019,6,2,Quick,20
21/3/2019,21/3/2019,52,19.1,Quick,22.03846154
21/3/2019,21/3/2019,23,6.5,Quick,16.95652174
21/3/2019,21/3/2019,9,1.2,Quick,8
21/3/2019,21/3/2019,23,13.5,Quick,35.2173913
21/3/2019,21/3/2019,6,2.8,Quick,28
21/3/2019,21/3/2019,33,11,Quick,20
21/3/2019,21/3/2019,7,0.8,Quick,6.857142857
21/3/2019,21/3/2019,13,5.3,Quick,24.46153846
21/3/2019,21/3/2019,21,7.8,Quick,22.28571429
21/3/2019,21/3/2019,18,0.9,Quick,3
21/3/2019,21/3/2019,28,2.9,Quick,6.214285714
21/3/2019,21/3/2019,22,4.7,Quick,12.81818182
21/3/2019,21/3/2019,13,5.2,Quick,24
21/3/2019,21/3/2019,37,15.3,Quick,24.81081081
21/3/2019,21/3/2019,28,14.8,Quick,31.71428571
21/3/2019,21/3/2019,21,10.9,Quick,31.14285714
21/3/2019,21/3/2019,16,4.9,Quick,18.375
21/3/2019,21/3/2019,26,1.8,Quick,4.153846154
21/3/2019,21/3/2019,37,13.4,Quick,21.72972973
21/3/2019,21/3/2019,21,6.1,Quick,17.42857143
21/3/2019,21/3/2019,27,9.8,Quick,21.77777778
21/3/2019,21/3/2019,32,2.3,Quick,4.3125
21/3/2019,21/3/2019,30,11.8,Quick,23.6
21/3/2019,21/3/2019,326,4.25,Normal,0.782208589
21/3/2019,21/3/2019,43,18.1,Quick,25.25581395
21/3/2019,21/3/2019,39,22,Quick,33.84615385
21/3/2019,21/3/2019,36,17,Quick,28.33333333
21/3/2019,21/3/2019,17,0.7,Quick,2.470588235
21/3/2019,21/3/2019,11,1.3,Quick,7.090909091
21/3/2019,21/3/2019,83,2.67,Normal,1.930120482
21/3/2019,21/3/2019,30,18.1,Quick,36.2
21/3/2019,21/3/2019,26,9.2,Quick,21.23076923
21/3/2019,21/3/2019,31,18.9,Quick,36.58064516
21/3/2019,21/3/2019,25,6.6,Quick,15.84
21/3/2019,21/3/2019,107,4.2,Quick,2.355140187
21/3/2019,21/3/2019,25,6.7,Quick,16.08
21/3/2019,21/3/2019,54,33.8,Quick,37.55555556
21/3/2019,21/3/2019,24,8.5,Quick,21.25
21/3/2019,21/3/2019,21,6.1,Quick,17.42857143
21/3/2019,21/3/2019,52,23.6,Quick,27.23076923
21/3/2019,21/3/2019,22,15.1,Quick,41.18181818
21/3/2019,21/3/2019,16,2.7,Quick,10.125
21/3/2019,21/3/2019,19,3.7,Quick,11.68421053
21/3/2019,21/3/2019,17,1.3,Quick,4.588235294
21/3/2019,21/3/2019,47,13.2,Quick,16.85106383
21/3/2019,21/3/2019,25,7.1,Quick,17.04
21/3/2019,21/3/2019,36,1.15,Normal,1.916666667
21/3/2019,21/3/2019,33,15.5,Quick,28.18181818
21/3/2019,21/3/2019,20,8,Quick,24
21/3/2019,21/3/2019,38,3.5,Quick,5.526315789
21/3/2019,21/3/2019,52,12.5,Quick,14.42307692
21/3/2019,21/3/2019,38,26,Quick,41.05263158
21/3/2019,21/3/2019,7,3.3,Quick,28.28571429
21/3/2019,21/3/2019,42,6.7,Quick,9.571428571
21/3/2019,21/3/2019,119,13.8,Quick,6.957983193
21/3/2019,21/3/2019,37,11.7,Quick,18.97297297
21/3/2019,21/3/2019,41,8.2,Quick,12
21/3/2019,21/3/2019,9,1,Quick,6.666666667
21/3/2019,21/3/2019,14,8.6,Quick,36.85714286
21/3/2019,21/3/2019,40,13.8,Quick,20.7
21/3/2019,21/3/2019,42,15.7,Quick,22.42857143
21/3/2019,21/3/2019,22,11.7,Quick,31.90909091
21/3/2019,21/3/2019,25,8.3,Quick,19.92
21/3/2019,21/3/2019,11,3.3,Quick,18
21/3/2019,21/3/2019,19,12.2,Quick,38.52631579
21/3/2019,21/3/2019,39,23.4,Quick,36
21/3/2019,21/3/2019,5,2.1,Quick,25.2
21/3/2019,21/3/2019,46,3.3,Quick,4.304347826
21/3/2019,21/3/2019,16,1.1,Quick,4.125
21/3/2019,21/3/2019,42,29.8,Quick,42.57142857
21/3/2019,21/3/2019,33,9,Quick,16.36363636
21/3/2019,21/3/2019,11,3.9,Quick,21.27272727
21/3/2019,21/3/2019,20,2.1,Quick,6.3
21/3/2019,21/3/2019,65,23,Quick,21.23076923
21/3/2019,21/3/2019,25,2.9,Quick,6.96
21/3/2019,21/3/2019,42,6.5,Quick,9.285714286
21/3/2019,21/3/2019,10,2.3,Quick,13.8
21/3/2019,21/3/2019,16,1.3,Quick,4.875
21/3/2019,21/3/2019,23,9.5,Quick,24.7826087
20/3/2019,20/3/2019,47,22,Quick,28.08510638
20/3/2019,20/3/2019,42,13.2,Quick,18.85714286
20/3/2019,20/3/2019,12,7.1,Quick,35.5
20/3/2019,20/3/2019,75,2.67,Normal,2.136
20/3/2019,20/3/2019,32,13,Quick,24.375
20/3/2019,20/3/2019,72,20.5,Quick,17.08333333
20/3/2019,20/3/2019,46,15.4,Quick,20.08695652
20/3/2019,20/3/2019,20,8.8,Quick,26.4
20/3/2019,20/3/2019,17,5.6,Quick,19.76470588
20/3/2019,20/3/2019,19,4.9,Quick,15.47368421
20/3/2019,20/3/2019,13,5.7,Quick,26.30769231
20/3/2019,20/3/2019,39,19.2,Quick,29.53846154
20/3/2019,20/3/2019,19,6.1,Quick,19.26315789
20/3/2019,20/3/2019,96,7,Quick,4.375
20/3/2019,20/3/2019,6,3.2,Quick,32
20/3/2019,20/3/2019,22,7,Quick,19.09090909
20/3/2019,20/3/2019,22,7.1,Quick,19.36363636
20/3/2019,20/3/2019,29,17.7,Quick,36.62068966
20/3/2019,21/3/2019,777,12.61,Normal,0.973745174
20/3/2019,20/3/2019,105,3.24,Normal,1.851428571
20/3/2019,20/3/2019,22,12.9,Quick,35.18181818
20/3/2019,20/3/2019,24,4.6,Quick,11.5
20/3/2019,20/3/2019,113,2.3,Normal,1.221238938
20/3/2019,20/3/2019,44,13.5,Quick,18.40909091
20/3/2019,20/3/2019,47,20.6,Quick,26.29787234
20/3/2019,20/3/2019,21,5.8,Quick,16.57142857
20/3/2019,20/3/2019,5,2.7,Quick,32.4
20/3/2019,20/3/2019,29,1.2,Normal,2.482758621
20/3/2019,20/3/2019,38,19.1,Quick,30.15789474
20/3/2019,20/3/2019,17,8.7,Quick,30.70588235
20/3/2019,20/3/2019,155,0.99,Normal,0.383225806
20/3/2019,20/3/2019,53,37.4,Quick,42.33962264
20/3/2019,20/3/2019,78,11.8,Quick,9.076923077
20/3/2019,20/3/2019,9,5.1,Quick,34
20/3/2019,20/3/2019,41,15.3,Quick,22.3902439
20/3/2019,20/3/2019,24,13.3,Quick,33.25
20/3/2019,20/3/2019,31,17,Quick,32.90322581
20/3/2019,20/3/2019,92,57.9,Quick,37.76086957
20/3/2019,20/3/2019,91,54.4,Quick,35.86813187
20/3/2019,20/3/2019,39,2.1,Quick,3.230769231
20/3/2019,20/3/2019,43,24.9,Quick,34.74418605
20/3/2019,20/3/2019,359,8.48,Normal,1.417270195
20/3/2019,20/3/2019,30,13.8,Quick,27.6
20/3/2019,20/3/2019,35,5.3,Quick,9.085714286
20/3/2019,20/3/2019,39,12.5,Quick,19.23076923
20/3/2019,20/3/2019,6,3.2,Quick,32
20/3/2019,20/3/2019,53,27.1,Quick,30.67924528
20/3/2019,20/3/2019,28,10.7,Quick,22.92857143
20/3/2019,20/3/2019,25,15.3,Quick,36.72
20/3/2019,20/3/2019,32,9.9,Quick,18.5625
20/3/2019,20/3/2019,26,6.4,Quick,14.76923077
20/3/2019,20/3/2019,7,4.2,Quick,36
20/3/2019,20/3/2019,38,2.9,Quick,4.578947368
20/3/2019,20/3/2019,39,10.2,Quick,15.69230769
20/3/2019,20/3/2019,37,17.5,Quick,28.37837838
20/3/2019,20/3/2019,56,18.6,Quick,19.92857143
20/3/2019,20/3/2019,17,1.3,Quick,4.588235294
20/3/2019,20/3/2019,25,8.3,Quick,19.92
20/3/2019,20/3/2019,92,3.03,Normal,1.976086957
20/3/2019,20/3/2019,13,2.1,Quick,9.692307692
20/3/2019,20/3/2019,61,0.78,Normal,0.767213115
20/3/2019,20/3/2019,11,3.4,Quick,18.54545455
20/3/2019,20/3/2019,68,2.92,Normal,2.576470588
20/3/2019,20/3/2019,43,8.2,Quick,11.44186047
20/3/2019,20/3/2019,22,11.3,Quick,30.81818182
20/3/2019,20/3/2019,29,10.9,Quick,22.55172414
20/3/2019,20/3/2019,35,12.9,Quick,22.11428571
20/3/2019,20/3/2019,50,23.7,Quick,28.44
20/3/2019,20/3/2019,33,11.2,Quick,20.36363636
20/3/2019,20/3/2019,23,11,Quick,28.69565217
20/3/2019,20/3/2019,46,8,Quick,10.43478261
20/3/2019,20/3/2019,28,13.2,Quick,28.28571429
20/3/2019,20/3/2019,36,10.8,Quick,18
20/3/2019,20/3/2019,48,6.3,Quick,7.875
20/3/2019,20/3/2019,28,8.2,Quick,17.57142857
20/3/2019,20/3/2019,41,26.1,Quick,38.19512195
20/3/2019,20/3/2019,29,13.1,Quick,27.10344828
20/3/2019,20/3/2019,63,11.4,Quick,10.85714286
20/3/2019,20/3/2019,38,13.2,Quick,20.84210526
20/3/2019,20/3/2019,76,5.8,Quick,4.578947368
20/3/2019,20/3/2019,33,14.5,Quick,26.36363636
20/3/2019,20/3/2019,136,2.34,Normal,1.032352941
20/3/2019,20/3/2019,214,7.59,Normal,2.128037383
20/3/2019,20/3/2019,20,7,Quick,21
20/3/2019,20/3/2019,36,15.2,Quick,25.33333333
20/3/2019,20/3/2019,32,10.8,Quick,20.25
20/3/2019,20/3/2019,22,11.7,Quick,31.90909091
20/3/2019,20/3/2019,43,9.5,Quick,13.25581395
20/3/2019,20/3/2019,11,6,Quick,32.72727273
20/3/2019,20/3/2019,23,12.7,Quick,33.13043478
20/3/2019,20/3/2019,14,1.6,Quick,6.857142857
20/3/2019,20/3/2019,9,2.1,Quick,14
20/3/2019,20/3/2019,17,5.5,Quick,19.41176471
20/3/2019,20/3/2019,37,21.4,Quick,34.7027027
20/3/2019,20/3/2019,34,7.5,Quick,13.23529412
20/3/2019,20/3/2019,16,5.5,Quick,20.625
20/3/2019,20/3/2019,9,2.1,Quick,14
20/3/2019,20/3/2019,22,8.7,Quick,23.72727273
20/3/2019,20/3/2019,33,8.9,Quick,16.18181818
20/3/2019,20/3/2019,144,18.2,Quick,7.583333333
19/3/2019,19/3/2019,28,12.5,Quick,26.78571429
19/3/2019,19/3/2019,35,17.4,Quick,29.82857143
19/3/2019,19/3/2019,35,11.6,Quick,19.88571429
19/3/2019,19/3/2019,8,4.6,Quick,34.5
19/3/2019,19/3/2019,31,15.4,Quick,29.80645161
19/3/2019,19/3/2019,18,9.5,Quick,31.66666667
19/3/2019,19/3/2019,32,16.3,Quick,30.5625
19/3/2019,19/3/2019,30,14.5,Quick,29
19/3/2019,19/3/2019,21,8.8,Quick,25.14285714
19/3/2019,19/3/2019,13,3.8,Quick,17.53846154
19/3/2019,19/3/2019,102,3.29,Normal,1.935294118
19/3/2019,19/3/2019,20,12.9,Quick,38.7
19/3/2019,19/3/2019,25,9.9,Quick,23.76
19/3/2019,19/3/2019,45,11.2,Quick,14.93333333
19/3/2019,19/3/2019,174,20.2,Quick,6.965517241
19/3/2019,20/3/2019,756,14.97,Normal,1.188095238
19/3/2019,19/3/2019,48,11.1,Quick,13.875
19/3/2019,19/3/2019,6,0.5,Quick,5
19/3/2019,19/3/2019,26,10.6,Quick,24.46153846
19/3/2019,19/3/2019,97,1.76,Normal,1.088659794
19/3/2019,19/3/2019,20,10.2,Quick,30.6
19/3/2019,19/3/2019,25,5.3,Quick,12.72
19/3/2019,19/3/2019,20,8,Quick,24
19/3/2019,19/3/2019,11,6.9,Quick,37.63636364
19/3/2019,19/3/2019,23,6.4,Quick,16.69565217
19/3/2019,19/3/2019,28,17.7,Quick,37.92857143
19/3/2019,19/3/2019,5,3.1,Quick,37.2
19/3/2019,19/3/2019,12,8,Quick,40
19/3/2019,19/3/2019,7,3.6,Quick,30.85714286
19/3/2019,19/3/2019,23,6.4,Quick,16.69565217
19/3/2019,19/3/2019,29,19.9,Quick,41.17241379
19/3/2019,19/3/2019,28,9.1,Quick,19.5
19/3/2019,19/3/2019,32,6.3,Quick,11.8125
19/3/2019,19/3/2019,29,11.5,Quick,23.79310345
19/3/2019,19/3/2019,26,11.6,Quick,26.76923077
19/3/2019,19/3/2019,57,34.3,Quick,36.10526316
19/3/2019,19/3/2019,22,6.4,Quick,17.45454545
19/3/2019,19/3/2019,7,0.5,Quick,4.285714286
19/3/2019,19/3/2019,23,11.2,Quick,29.2173913
19/3/2019,19/3/2019,20,3.2,Quick,9.6
19/3/2019,19/3/2019,28,9.7,Quick,20.78571429
19/3/2019,19/3/2019,33,12.8,Quick,23.27272727
19/3/2019,19/3/2019,37,11.5,Quick,18.64864865
19/3/2019,19/3/2019,25,15.1,Quick,36.24
19/3/2019,19/3/2019,34,9,Quick,15.88235294
19/3/2019,19/3/2019,21,10,Quick,28.57142857
19/3/2019,19/3/2019,7,0.7,Quick,6
19/3/2019,19/3/2019,31,8.2,Quick,15.87096774
19/3/2019,19/3/2019,24,12.5,Quick,31.25
19/3/2019,19/3/2019,5,0.3,Quick,3.6
19/3/2019,19/3/2019,5,0.5,Quick,6
19/3/2019,19/3/2019,26,6.7,Quick,15.46153846
19/3/2019,19/3/2019,23,5.5,Quick,14.34782609
19/3/2019,19/3/2019,21,5.9,Quick,16.85714286
19/3/2019,19/3/2019,48,21.5,Quick,26.875
19/3/2019,19/3/2019,36,13.7,Quick,22.83333333
19/3/2019,19/3/2019,21,14.3,Quick,40.85714286
19/3/2019,19/3/2019,55,20.6,Quick,22.47272727
19/3/2019,19/3/2019,39,3.1,Quick,4.769230769
19/3/2019,19/3/2019,18,2.4,Quick,8
19/3/2019,19/3/2019,25,14.5,Quick,34.8
19/3/2019,19/3/2019,22,6.8,Quick,18.54545455
19/3/2019,19/3/2019,21,8.6,Quick,24.57142857
19/3/2019,19/3/2019,111,5.3,Normal,2.864864865
19/3/2019,19/3/2019,31,10,Quick,19.35483871
19/3/2019,19/3/2019,40,11.6,Quick,17.4
19/3/2019,19/3/2019,36,6.8,Quick,11.33333333
19/3/2019,19/3/2019,46,6.6,Quick,8.608695652
19/3/2019,19/3/2019,10,3,Quick,18
19/3/2019,19/3/2019,25,9.7,Quick,23.28
19/3/2019,19/3/2019,14,6.3,Quick,27
19/3/2019,19/3/2019,26,6.8,Quick,15.69230769
19/3/2019,19/3/2019,34,13.9,Quick,24.52941176
19/3/2019,19/3/2019,26,5.8,Quick,13.38461538
19/3/2019,19/3/2019,27,9,Quick,20
19/3/2019,19/3/2019,26,8.9,Quick,20.53846154
19/3/2019,19/3/2019,25,14.2,Quick,34.08
19/3/2019,19/3/2019,32,21.9,Quick,41.0625
19/3/2019,19/3/2019,33,20.3,Quick,36.90909091
19/3/2019,19/3/2019,14,3.9,Quick,16.71428571
19/3/2019,19/3/2019,15,3.9,Quick,15.6
19/3/2019,19/3/2019,30,8.2,Quick,16.4
19/3/2019,19/3/2019,57,1.9,Quick,2
19/3/2019,19/3/2019,34,21.2,Quick,37.41176471
19/3/2019,19/3/2019,39,5.9,Quick,9.076923077
19/3/2019,19/3/2019,16,5.1,Quick,19.125
19/3/2019,19/3/2019,10,2.2,Quick,13.2
19/3/2019,19/3/2019,22,12.4,Quick,33.81818182
19/3/2019,19/3/2019,45,30.2,Quick,40.26666667
19/3/2019,19/3/2019,26,17.2,Quick,39.69230769
18/3/2019,18/3/2019,14,1.6,Quick,6.857142857
18/3/2019,18/3/2019,24,6.2,Quick,15.5
18/3/2019,18/3/2019,12,7.6,Quick,38
18/3/2019,18/3/2019,39,18.8,Quick,28.92307692
18/3/2019,18/3/2019,17,4,Quick,14.11764706
18/3/2019,18/3/2019,53,17.9,Quick,20.26415094
18/3/2019,18/3/2019,110,10.6,Quick,5.781818182
18/3/2019,18/3/2019,31,13.3,Quick,25.74193548
18/3/2019,18/3/2019,28,13.4,Quick,28.71428571
18/3/2019,18/3/2019,9,2.8,Quick,18.66666667
18/3/2019,18/3/2019,15,3.3,Quick,13.2
18/3/2019,18/3/2019,23,5.7,Quick,14.86956522
18/3/2019,18/3/2019,17,7.5,Quick,26.47058824
18/3/2019,18/3/2019,54,10.7,Quick,11.88888889
18/3/2019,19/3/2019,749,14.2,Normal,1.137516689
18/3/2019,18/3/2019,35,3.7,Quick,6.342857143
