Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,1285 MAIN 1285 MAIN (1),1285 Main St,,Buffalo,NY,14209,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.908237,-78.866359,08/04/2022,154372,2022-08-04 01:10:56,,,,03/07/2020,J1772
ELEC,Allan H. Treman State Marine Park,805 Taughannock Blvd,,Ithaca,NY,14850,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,42.458262,-76.520092,04/08/2020,123135,2021-03-11 23:22:17,P,,,04/01/2019,J1772
ELEC,CITY HALL 12534 CITY HALL 2,542 Warren St,,Hudson,NY,12534,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.249110,-73.784680,08/04/2022,174708,2022-08-04 01:08:16,,,,01/27/2021,J1772
ELEC,HARMONY MILLS 1 WEST 1 1.5,100 N Mohawk St,,Cohoes,NY,12047,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.781464,-73.705574,08/04/2022,174727,2022-08-04 01:07:39,,,,01/27/2021,J1772
ELEC,SSCCA SSCC - 01,37 High Rock Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.084719,-73.782313,08/04/2022,182198,2022-08-04 01:17:57,,,,01/27/2021,J1772
ELEC,RRH NEWARK WEST 2,1200 Driving Park Ave,,Newark,NY,14513,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.060847,-77.104491,08/04/2022,174415,2022-08-04 01:05:10,,,,01/27/2021,J1772
ELEC,MOHAWK CHEVY MOHAWKCHEVY1,639 67,,Malta,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.968932,-73.811108,08/04/2022,217435,2022-08-04 01:28:02,,,,05/13/2022,J1772
ELEC,TOWN OF BABYLON TOWN ANNEX 1,281 Phelps Ln,,North Babylon,NY,11703,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.728081,-73.330953,08/04/2022,180133,2022-08-04 00:56:42,,,,01/27/2021,J1772
ELEC,Glennpeter Jewelers,1505 Rt-9,,Clifton Park,NY,12065,,518-691-3119,E,,Public,24 hours daily,,,4,,,LIVINGSTON,https://www.solution.energy/evse/,GPS,42.838795,-73.742662,07/14/2021,189516,2022-02-10 19:42:29,P,,,09/25/2020,J1772
ELEC,iPark 455 Central Park West - Tesla Destination,27  W 105th St,,New York,NY,10025,,212-666-7246  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.797875,-73.961228,11/03/2020,115075,2021-03-11 23:22:17,P,,,08/15/2016,J1772 TESLA
ELEC,COLE GROUP COLE GROUP 2,12 Doorstone Dr,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.745613,-73.772060,08/04/2022,154705,2022-08-04 01:09:37,,,,03/25/2020,J1772
ELEC,GARDEN CHARGERS JOVIA #5,1000 Corporate Dr,,Westbury,NY,11590,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.740231,-73.601034,08/04/2022,145671,2022-08-04 01:06:47,,,,10/01/2019,J1772
ELEC,Travelers Parking,160 W 10th Street,Located between 7th Ave & Waverly Place. Attendant will assist in charging vehicle.  Parking rates apply. Inquire within.,New York,NY,10014,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.735094,-74.001870,08/03/2022,187817,2022-08-03 22:55:14,,,,04/20/2021,J1772
ELEC,HOLT1 HOLT,671-699 W State St,,Ithaca,NY,14850,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.439069,-76.510104,08/04/2022,162290,2022-08-04 00:56:32,,,,06/12/2020,J1772
ELEC,333 Schermerhorn Garage - The Hub - Tesla Destination,333 Schermerhorn St,,Brooklyn,NY,11217,,718-395-4072  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.687220,-73.981174,11/03/2020,150532,2021-03-11 23:22:17,P,,,09/30/2019,TESLA
ELEC,Quik Park Brooklyn Bridge LLC - Tesla Destination,4 Joralemon St,,Brooklyn,NY,11201,,718-488-0099  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.693949,-74.000250,11/03/2020,114904,2021-03-11 23:22:17,P,,,01/01/2016,J1772 TESLA
ELEC,City Parking E 61st Street - Tesla Destination,425 E 61st St,,New York,NY,10065,,212-219-3413  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.760522,-73.959278,11/03/2020,115135,2021-03-11 23:22:17,P,,,09/01/2017,J1772 TESLA
ELEC,Tesla Gigafactory 2 - Tesla Destination,1339 South Park Ave,,Buffalo,NY,14220,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.858887,-78.841502,11/03/2020,169163,2021-03-11 23:22:17,P,,,11/03/2020,TESLA
ELEC,SIENA COLLEGE LOT U EVSE 3,34 Spring Street Rd,,Albany,NY,12211,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.715954,-73.749410,08/04/2022,194979,2022-08-04 01:23:01,,,,09/02/2021,J1772
ELEC,APDC ADMIN LOT PORT 1.1,106 Smith Blvd,,Albany,NY,12202,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.626225,-73.758180,08/04/2022,181004,2022-08-04 01:14:12,,,,01/27/2021,J1772
ELEC,854ELLICOTT 854 ELLICOTT 5,854 Ellicott St,,Buffalo,NY,14203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.901752,-78.867471,08/04/2022,180112,2022-08-04 00:58:44,,,,01/27/2021,J1772
ELEC,MICHAELSGRP MICHAELS GROUP2,1 Marion's way,,Mechanicville,NY,12118,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.957663,-73.789273,08/04/2022,195768,2022-08-04 01:22:26,,,,09/10/2021,J1772
ELEC,Town of Geneva,32 White Springs Rd,,Geneva,NY,14456,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,42.856272,-77.000230,06/09/2020,123100,2021-03-11 23:22:17,LG,,,04/01/2019,J1772
ELEC,Maguire Nissan,504 S Meadow St,,Ithaca,NY,14850,,607-272-8000,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,200-9,42.435042,-76.508800,06/09/2020,44338,2021-03-11 23:22:17,P,,,11/30/2011,J1772
ELEC,Mohawk Honda Dealership Inside,175 Freemans Bridge Rd,,Scotia,NY,12302,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,8,,,LIVINGSTON,https://www.solution.energy/evse/,GPS,42.846540,-73.943180,07/12/2022,223234,2022-07-12 20:31:42,P,,,12/18/2021,J1772
ELEC,City Parking Linc Garage - Tesla Destination,62 Northside Piers,,Brooklyn,NY,11249,,718-963-7048  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.719550,-73.964130,11/03/2020,114909,2021-03-11 23:22:17,P,,,09/01/2017,J1772 TESLA
ELEC,Stewart's Shops - Tesla Supercharger,5805 NY-9G,,Hudson,NY,12534,,877-798-3752,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,42.223280,-73.826266,02/10/2022,205810,2022-02-10 19:42:29,P,,,02/04/2022,TESLA
ELEC,Rockland Country Club,380 Rt 9W,,Sparkill,NY,10976,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy/evse/,GPS,41.024870,-73.917890,07/12/2022,223294,2022-07-12 20:31:42,P,,,05/17/2022,J1772
ELEC,Marty's True Value,1751 Van Vranken Ave,,Schenectady,NY,12308,,866-816-7584,E,,Public,24 hours daily; Also accepts Paypal,A D M V,,2,,,EV Connect,http://evconnect.com/,GPS,42.825230,-73.923890,04/08/2020,155081,2021-03-11 23:22:17,P,,,04/18/2019,J1772
ELEC,ROCHESTER NY ROC CITY HALL1,30 Church St,,Rochester,NY,14614,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.156992,-77.614895,08/04/2022,162173,2022-08-04 00:59:40,,,,06/12/2020,J1772
ELEC,GOLDEN ARROW GOLDEN 1.1,2559 Main St,,Lake Placid,NY,12946,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.287130,-73.984680,08/04/2022,181825,2022-08-04 01:16:04,,,,01/27/2021,J1772
ELEC,ProPark 29-10 Broadway - Tesla Destination,29-10 Broadway,,Astoria,NY,11106,,718-728-0460  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.762417,-73.926985,11/03/2020,150616,2021-03-11 23:22:17,P,,,09/30/2019,TESLA
ELEC,Pawling - Chamber of Commerce,55 Charles Colman Blvd,,Pawling,NY,12564,,866-816-7584,E,,Public,24 hours daily,,,1,,,EV Connect,http://evconnect.com/,GPS,41.563513,-73.601015,04/08/2020,123119,2021-03-11 23:22:17,LG,,,04/01/2019,J1772
ELEC,STOHL STOHL1,3860 California Rd,,Orchard Park,NY,14127,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.779404,-78.781359,08/04/2022,180671,2022-08-04 01:13:16,,,,01/27/2021,J1772
ELEC,BA #1 29 BRITISH AMER,29 British American Blvd,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.762638,-73.822044,08/04/2022,143440,2022-08-04 01:04:25,,,,08/15/2019,J1772
ELEC,Icon Parking 200 E 32nd Street - Tesla Destination,200 E 32nd St,,New York,NY,10016,,212-684-2481  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.744029,-73.978952,11/03/2020,115039,2021-03-11 23:22:17,P,,,03/01/2017,J1772 TESLA
ELEC,Parkit 575 Washington - Tesla Destination,575 Washington St,,New York,NY,10014,,212-929-9404  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.729474,-74.008847,11/03/2020,115164,2021-03-11 23:22:17,P,,,01/01/2016,J1772 TESLA
ELEC,35-1 38th St,35-1 38th St,,Long Island City,NY,11101,,888-356-8911,E,,Public,24 hours daily,,,4,,,FLO,https://flo.ca/,GPS,40.755417,-73.923072,08/04/2022,193925,2022-08-04 01:49:45,,,,08/14/2021,J1772
ELEC,Atlantic Center - Tesla Supercharger,625 Atlantic Avenue B12,,Brooklyn,NY,11217,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,12,,Tesla,https://www.tesla.com/supercharger,200-9,40.683715,-73.974337,10/11/2021,149300,2021-11-04 18:37:47,P,,,09/30/2019,TESLA
ELEC,Candela Systems Corp,168 Old Sawmill River Rd,,Hawthorne,NY,10532,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,41.097414,-73.807592,04/08/2020,122897,2021-03-11 23:22:17,P,,,04/01/2019,J1772
ELEC,WOLFSPEED WOLFSPEED2,5757 Marcy-SUNY IT Pkwy,,Marcy,NY,13403,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.139920,-75.238280,08/04/2022,220950,2022-08-04 01:28:30,,,,06/08/2022,J1772
ELEC,Ramp Ford,4869 Nesconset Hwy,,Port Jefferson Station,NY,11776,,631-473-1550,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,200-9,40.919660,-73.051332,06/07/2021,64141,2022-02-10 19:42:29,P,,,05/01/2014,J1772
ELEC,GARDEN CHARGERS JOVIA #2,1000 Corporate Dr,,Westbury,NY,11590,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.740106,-73.601104,08/04/2022,174506,2022-08-04 01:06:45,,,,01/27/2021,J1772
ELEC,THERMAL QUICK AG EV3,11 sitterly road,,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.850794,-73.757366,08/04/2022,181635,2022-08-04 01:12:31,,,,01/27/2021,J1772
ELEC,Long View Lodge,681 Deerland Rd,,Long Lake,NY,12847,,866-816-7584,E,,Public,24 hours daily; Also accepts Paypal,A D M V,,2,,,EV Connect,http://evconnect.com/,GPS,43.948810,-74.451430,04/08/2020,154920,2021-03-11 23:22:17,P,,,04/13/2019,J1772
ELEC,Hilton Garden Inn Elmira/Corning - Tesla Destination,35  Arnot Rd,,Horseheads,NY,14845,,607-795-1111  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.162052,-76.873535,11/03/2020,114955,2021-03-11 23:22:17,P,,,09/01/2017,TESLA
ELEC,Village of Webster,28 W Main St,"Located along south side of building in Village Parking Lot. The parking lot is accessible from South Ave, from the Corning Park entrance, and from the West Main entrance located west of the Village Hall building",Webster,NY,14580,,585-265-3770,E,,Public,6am-2am daily,,,2,,,EV Connect,http://evconnect.com/,GPS,43.211389,-77.431667,06/07/2021,116756,2021-12-06 18:36:15,LG,,,08/31/2018,J1772
ELEC,THE ELMS THE ELMS,1 Bay Rd,,Lake Luzerne,NY,12846,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.312741,-73.835249,08/04/2022,190086,2022-08-04 01:00:53,,,,05/26/2021,J1772
ELEC,Hunter's Point South Crossing,1-55 Borden Avenue,Charger #956 under repair. Enter via. Borden Ave.Enter via. Borden Ave.,Long Island City,NY,11101,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.742397,-73.959225,08/03/2022,191469,2022-08-03 22:55:14,,,,06/24/2021,J1772
ELEC,TOWN GLENVILLE SENIOR CTR EV2,Glenville Senior Center 32 Worden Rd,,Glenville,NY,12302,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.851714,-73.946755,08/04/2022,175627,2022-08-04 01:12:02,,,,01/27/2021,J1772
ELEC,La Terazza New City,291 South Main St,,New City,NY,10956,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy/evse/,GPS,41.137360,-73.991410,07/12/2022,223134,2022-07-12 20:31:42,P,,,12/17/2021,J1772
ELEC,TOWN OF BABYLON TANNER PARK 1,Tanner Park,,Amityville,NY,11701,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.656891,-73.396250,08/04/2022,162280,2022-08-04 00:56:42,,,,06/12/2020,J1772
ELEC,Nissan of Staten Island,1976 Hylan Blvd,,Staten Island,NY,10306,,718-447-3800,E,,Public,Dealership business hours,,,1,,,Non-Networked,,200-9,40.581432,-74.097694,06/09/2020,99500,2021-03-11 23:22:17,P,,,06/28/2018,J1772
ELEC,134-10 225th St,137-10 225th St,,Jamaica,NY,11413,,888-356-8911,E,,Public,24 hours daily,,,2,,,FLO,https://flo.ca/,GPS,40.677402,-73.745064,08/04/2022,198164,2022-08-04 01:49:45,,,,10/23/2021,J1772
ELEC,1255 LOFTS 1 STATION,1255 University Ave,,Rochester,NY,14607,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.150715,-77.568790,08/04/2022,212036,2022-08-04 01:27:40,,,,03/19/2022,J1772
ELEC,TRADITION CBG TRADITION CHVY1,808 W Union St,,Newark,NY,14513,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.047235,-77.114892,08/04/2022,223708,2022-08-04 01:30:10,,,,07/19/2022,CHADEMO J1772COMBO
ELEC,CITY AMSTERDAM PSBS EV2,4 Grove St Public Safety,,Amsterdam,NY,12010,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.938130,-74.190765,08/04/2022,187640,2022-08-04 01:19:48,,,,04/15/2021,J1772
ELEC,Four Brothers - Pleasant Valley,1890 Route 44,,Pleasant Valley,NY,12569,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,41.752084,-73.798918,08/03/2022,213404,2022-08-03 22:55:14,,,,04/04/2022,J1772
ELEC,PERRY CHARGING PERRY CHARGING,38 S Main St,,Perry,NY,14530,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.717358,-78.002460,08/04/2022,156352,2022-08-04 01:10:54,,,,05/19/2020,J1772
ELEC,Nissan City - Port Chester,225 Boston Post Rd,,Port Chester,NY,10573,,914-937-1777,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,200-9,40.996358,-73.669405,06/09/2020,44184,2021-03-11 23:22:17,P,,,11/30/2011,J1772
ELEC,Icon Parking 990 Ave of the Americas - Tesla Destination,990 Avenue of the Americas,,New York,NY,10018,,212-502-5908  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.751363,-73.986389,11/03/2020,115198,2021-03-11 23:22:17,P,,,05/01/2016,J1772 TESLA
ELEC,ATRIUM EVCHARGE RSPJ EV 4,10 MAXWELL DRIVE,,CLIFTON PARK,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.868230,-73.781715,08/04/2022,175080,2022-08-04 01:09:54,,,,01/27/2021,J1772
ELEC,Glen Avenue Suites,6 Glen Ave,,Cooperstown,NY,13326,,607-547-5054,E,,Public,8am-6pm daily; for guest use only,,,1,,,Non-Networked,,GPS,42.698540,-74.931170,03/03/2020,131661,2022-04-28 20:01:31,P,,,07/15/2019,J1772
ELEC,Hickory Park,51 S Lake Ave,Located in the parking lot,Bergen,NY,14416,,585-494-1513,E,,Public,24 hours daily,,,2,,,Non-Networked,,GPS,43.080709,-77.943679,06/14/2022,116924,2022-06-14 16:24:51,LG,,,11/22/2018,J1772
ELEC,CHEEKTOWAGA BROADWAY #2,3301 Broadway,,Cheektowaga,NY,14227,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.902643,-78.753096,08/04/2022,183764,2022-08-04 01:18:12,,,,02/04/2021,J1772
ELEC,iPark 34 N 7th Street - Tesla Destination,34  N 7th St,,Brooklyn,NY,11249,,718-782-1494  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.720475,-73.962650,09/30/2019,122473,2021-03-11 23:22:17,P,,,03/01/2019,J1772 TESLA
ELEC,Catamount Ski,78 Catamount Rd,,Hillsdale,NY,12529,,518-325-3200,E,,Public - Call ahead,10am-5:30pm daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,1,,,Non-Networked,,200-8,42.171859,-73.477728,03/07/2022,85949,2022-03-07 19:49:53,P,,,03/01/2020,J1772
ELEC,WYOMING COUNTY STATION 1,23 W Buffalo St,,Warsaw,NY,14569,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.740624,-78.133705,08/04/2022,162368,2022-08-04 00:54:39,,,,06/12/2020,J1772
ELEC,BURNS MGT BROOM SHOP 4,4 Broom Shop Ln,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.739843,-73.790080,08/04/2022,193394,2022-08-04 01:20:39,,,,07/31/2021,J1772
ELEC,E 47th Street - Tesla Supercharger,212 East 47th Street,,New York,NY,10017,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,4,,Tesla,https://www.tesla.com/supercharger,200-9,40.753356,-73.971685,10/11/2021,102336,2021-11-04 18:37:47,P,,,07/23/2018,TESLA
ELEC,24 STATE STREET SPIEGEL CENTER,35 Lincoln Ave,,Pittsford,NY,14534,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.089355,-77.519620,08/04/2022,147217,2022-08-04 01:07:30,,,,10/25/2019,J1772
ELEC,CASE CENTER LOT MUSIC HALL,815 N Broadway,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.095194,-73.782384,08/04/2022,123550,2022-08-04 01:03:48,,,,06/05/2019,J1772
ELEC,ATRIUM EVCHARGE PRC-EV2,634 Plank Rd,,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.866709,-73.777904,08/04/2022,174926,2022-08-04 01:09:04,,,,01/27/2021,J1772
ELEC,101 E 78th St,101 E 78th St,,New York,NY,10075,,888-356-8911,E,,Public,24 hours daily,,,2,,,FLO,https://flo.ca/,GPS,40.774878,-73.960671,08/04/2022,194170,2022-08-04 01:49:45,,,,08/21/2021,J1772
ELEC,NYS ORDA GORE MOUNTAIN 3,793 Peaceful Valley Rd,,North Creek,NY,12853,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.671111,-74.007596,08/04/2022,174097,2022-08-04 01:03:43,,,,01/27/2021,J1772
ELEC,Broadway Commons,358 N Broadway Commons,,Hicksville,NY,11801,,888-264-2208,E,,Public,6am-12pm daily,,,2,,,Volta,https://voltacharging.com/,GPS,40.771828,-73.531142,05/05/2022,152208,2022-05-05 20:22:04,P,,,01/20/2020,J1772
ELEC,Partridge Hill Apartments,5 Valley View Blvd,,Rensselaer,NY,12144,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy/evse/,GPS,42.661680,-73.694690,07/12/2022,223102,2022-07-12 20:31:42,P,,,10/29/2021,J1772
ELEC,SIENA COLLEGE MORRELL EVSE2,Friars Dr,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.719990,-73.750810,08/04/2022,194627,2022-08-04 01:22:04,,,,08/28/2021,J1772
ELEC,1345 Parking Garage - Tesla Destination,1345 6th Ave,,New York,NY,10105,,212-245-8708  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.763510,-73.979364,11/03/2020,115012,2021-03-11 23:22:17,P,,,11/01/2018,J1772 TESLA
ELEC,COLE GROUP COLUMBIA 2,32 Columbia Gardens,,Cohoes,NY,12047,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.770940,-73.716286,08/04/2022,154056,2022-08-04 01:10:07,,,,02/27/2020,J1772
ELEC,Broccolo Tree and Lawncare Garden Center,2755 Penfield Rd,,Fairport,NY,14450,,585-424-4476,E,,Public,8am-5pm daily,A Cash D M V,,1,,,Non-Networked,,200-9,43.129935,-77.386788,03/07/2022,61760,2022-03-07 19:49:53,P,,,09/01/2013,J1772
ELEC,Cuomo Bridge,333 S Broadway,,Tarrytown,NY,10591,,,E,,Public,24 hours daily,,,2,2,,EV Connect,http://evconnect.com/,GPS,41.065513,-73.862849,09/10/2021,167627,2021-12-06 18:36:15,SG,,,07/29/2020,CHADEMO J1772 J1772COMBO
ELEC,Montauk Manor,236 Edgemere Street,,Montauk,NY,11954,,800-663-5633,E,,Public,MO: 07:00am-10:00pm; TU: 07:00am-10:00pm; WE: 07:00am-10:00pm; TH: 07:00am-10:00pm; FR: 07:00am-10:00pm; SA: 07:00am-10:00pm; SU: 07:00am-10:00pm,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,41.048379,-71.949387,08/04/2022,191333,2022-08-04 00:31:44,,,,06/23/2021,J1772
ELEC,St. Paul's Church Episcopal,121 Lincoln Ave,,Waddington,NY,13694,,866-816-7584,E,,Public,24 hours daily,,,1,,,EV Connect,http://evconnect.com/,GPS,44.863388,-75.202879,04/08/2020,123061,2021-03-11 23:22:17,P,,,04/01/2019,J1772
ELEC,NYSE Thruway - NYPA,5626 NY-30,,Amsterdam,NY,12010,,866-816-7584,E,,Public - Credit card at all times,24 hours daily; Also accepts PayPal,A APPLE_PAY D M V,,2,,,EV Connect,http://evconnect.com/,GPS,42.924488,-74.199033,06/07/2021,190221,2021-12-06 18:36:15,LG,,,02/25/2021,J1772
ELEC,Prestige Parking Corp,25 Sutton Place South,,New York,NY,10022,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.756519,-73.961074,08/03/2022,221322,2022-08-03 22:55:14,,,,06/15/2022,J1772
ELEC,CDTA DEFREESTVILLE,649 Bloomingrove Dr,,Rensselaer,NY,12144,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.652680,-73.696239,08/04/2022,162302,2022-08-04 00:56:21,,,,06/12/2020,J1772
ELEC,WATERVLIET MUSEUM 4,1501 1st Ave,,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.726210,-73.701145,08/04/2022,205368,2022-08-04 01:22:56,,,,01/27/2022,J1772
ELEC,181 E 73rd Street,181 East 73rd St,,New York,NY,10021,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy/evse/,GPS,40.770820,-73.960680,07/12/2022,223299,2022-07-12 20:31:42,P,,,05/20/2022,J1772
